TEST_ID,test_step_name,test_Step_Expected_result,test_step_Actual_result
22,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
22,Step 3,"The following fields should be displayed in the 1st Column of the Quick Reporting page
1.Work Order with its short description(required field) beside.
2.Asset - Detail menu(required field) with a short description field beside
3.Location with a short description field beside
4.GL Account - Value list
5.WO Type - Value list
6.WO Category - Value list
7.Target Finish - Calendar icon(required field)","The following fields are displayed in the 1st Column of the Quick Reporting page

1.Work Order with its short description(required field) beside.
2.Asset - Detail menu(required field) with a short description field beside
3.Location with a short description field beside
4.GL Account - Value list
5.WO Type - Value list
6.WO Category - Value list
7.Target Finish - Calendar icon(required field)

  [User: a3k7kzz]"
22,Step 4,"The following fields should be displayed in the 2nd Column of the Quick Reporting page

1.Supervisor-Detail menu
2.Crew-Value list
3.Area-Value list(required)
4.Owner Group-Value list
5.Lead-Detail menu
6.Priority(required)
7.Reported By - Detail menu
8.Reported Date - Calendar icon","The following fields are displayed in the 2nd Column of the Quick Reporting page

1.Supervisor-Detail menu
2.Crew-Value list
3.Area-Value list(required)
4.Owner Group-Value list
5.Lead-Detail menu
6.Priority(required)
7.Reported By - Detail menu
8.Reported Date - Calendar icon

  [User: a3k7kzz]"
22,Step 5,"The following fields should be displayed in the 3rd Column of the Quick Reporting page

1.Status
2.Class
3.Site
4.Parent WO - Detail menu
5.Attachments","The following fields are displayed in the 3rd Column of the Quick Reporting page

1.Status
2.Class
3.Site
4.Parent WO - Detail menu
5.Attachments



  [User: a3k7kzz]"
22,Step 1,The Quick Reporting page should be displayed with the focus on the Work order field of the List tab.,"The Quick Reporting page is displayed with the focus on the Work order field of the List tab.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
22,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
22,Step 3,"The following fields should be displayed in the 1st Column of the Quick Reporting page
1.Work Order with its short description(required field) beside.
2.Asset - Detail menu(required field) with a short description field beside
3.Location with a short description field beside
4.GL Account - Value list
5.WO Type - Value list
6.WO Category - Value list
7.Target Finish - Calendar icon(required field)","The following fields are displayed in the 1st Column of the Quick Reporting page
1.Work Order with its short description(required field) beside.
2.Asset - Detail menu(required field) with a short description field beside
3.Location with a short description field beside
4.GL Account - Value list
5.WO Type - Value list
6.WO Category - Value list
7.Target Finish - Calendar icon(required field)

  [User: a3k7kzz]"
22,Step 4,"The following fields should be displayed in the 2nd Column of the Quick Reporting page

1.Supervisor-Detail menu
2.Crew-Value list
3.Area-Value list(required)
4.Owner Group-Value list
5.Lead-Detail menu
6.Priority(required)
7.Reported By - Detail menu
8.Reported Date - Calendar icon","The following fields are displayed in the 2nd Column of the Quick Reporting page

1.Supervisor-Detail menu
2.Crew-Value list
3.Area-Value list(required)
4.Owner Group-Value list
5.Lead-Detail menu
6.Priority(required)
7.Reported By - Detail menu
8.Reported Date - Calendar icon

  [User: a3k7kzz]"
22,Step 5,"The following fields should be displayed in the 3rd Column of the Quick Reporting page

1.Status
2.Class
3.Site
4.Parent WO - Detail menu
5.Attachments","The following fields are displayed in the 3rd Column of the Quick Reporting page

1.Status
2.Class
3.Site
4.Parent WO - Detail menu
5.Attachments



  [User: a3k7kzz]"
23,Step 1,The Quick Reporting page should be displayed with the focus on the Work order field of the List tab.,"The Quick Reporting page is displayed with the focus on the Work order field of the List tab.

Actor: CRAFT (TCRFT_GU)

  [User: a3k7kzz]"
23,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
23,Step 3,"The following 3M Additional fields should be displayed in the Quick Reporting page:

1.Area-Value list
2.WO Category-Value list","The following 3M Additional fields are displayed in the Quick Reporting page:

1.Area-Value list
2.WO Category-Value list

  [User: a3k7kzz]"
23,Step 4,"The properties of the field ""Area"" should be as follows and user should be displayed with an error message if values does not match these criteria

   a.Max. Length -10
   b.Type -Alphanumeric","The properties of the field ""Area"" are as follows and user is displayed with an error message if values does not match these criteria

a.Max. Length -10
b.Type -Alphanumeric



  [User: a3k7kzz]"
23,Step 5,"The properties of the field ""WO Category"" should be as follows and user should be displayed with an error message if values does not match these criteria

   a.Max. Length -2
   b.Type -Alphanumeric","The properties of the field ""WO Category"" are as follows and user is displayed with an error message if values does not match these criteria

a.Max. Length -2
b.Type -Alphanumeric



  [User: a3k7kzz]"
23,Step 1,The Quick Reporting page should be displayed with the focus on the Work order field of the List tab.,"The Quick Reporting page is displayed with the focus on the Work order field of the List tab.

Actor: SAMS_COOR (TSACD_GU)

  [User: a3k7kzz]"
23,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
23,Step 3,"The following 3M Additional fields should be displayed in the Quick Reporting page:

1.Area-Value list
2.WO Category-Value list","The following 3M Additional fields are displayed in the Quick Reporting page:

1.Area-Value list
2.WO Category-Value list

  [User: a3k7kzz]"
23,Step 4,"The properties of the field ""Area"" should be as follows and user should be displayed with an error message if values does not match these criteria

   a.Max. Length -10
   b.Type -Alphanumeric","The properties of the field ""Area"" are as follows and user is displayed with an error message if values does not match these criteria

a.Max. Length -10
b.Type -Alphanumeric



  [User: a3k7kzz]"
23,Step 5,"The properties of the field ""WO Category"" should be as follows and user should be displayed with an error message if values does not match these criteria

   a.Max. Length -2
   b.Type -Alphanumeric","The properties of the field ""WO Category"" are as follows and user is displayed with an error message if values does not match these criteria

a.Max. Length -2
b.Type -Alphanumeric



  [User: a3k7kzz]"
24,Step 1,TheWork order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: CRAFT (TCRFT_GU)

  [User: a3k7kzz]"
24,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.

  [User: a3k7kzz]"
24,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
24,Step 4,System should duplicate the work order.,"System duplicates the work order.

  [User: a3k7kzz]"
24,Step 5,"System should display the new work order number in the ""Work Order"" field.","System displays the new work order number in the ""Work Order"" field.

  [User: a3k7kzz]"
24,Step 6,"The fields other than the ""Work Order"" field should display the values as noted in the ""Work Order"" record mentioned in precondition 3.","The fields other than the ""Work Order"" field displays the values as noted in the ""Work Order"" record mentioned in precondition 3.
 

  [User: a3k7kzz]"
24,Step 1,TheWork order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: SAMS_COOR (TSACD_GU)

  [User: a3k7kzz]"
24,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.

  [User: a3k7kzz]"
24,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
24,Step 4,System should duplicate the work order.,"System duplicates the work order.

  [User: a3k7kzz]"
24,Step 5,"System should display the new work order number in the ""Work Order"" field.","System displays the new work order number in the ""Work Order"" field.

  [User: a3k7kzz]"
24,Step 6,"The fields other than the ""Work Order"" field should display the values as noted in the ""Work Order"" record mentioned in precondition 3.","The fields other than the ""Work Order"" field displays the values as noted in the ""Work Order"" record mentioned in precondition 3.
 

  [User: a3k7kzz]"
24,Step 1,TheWork order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
24,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.

  [User: a3k7kzz]"
24,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
24,Step 4,System should duplicate the work order.,"System duplicates the work order.

  [User: a3k7kzz]"
24,Step 5,"System should display the new work order number in the ""Work Order"" field.","System displays the new work order number in the ""Work Order"" field.

  [User: a3k7kzz]"
24,Step 6,"The fields other than the ""Work Order"" field should display the values as noted in the ""Work Order"" record mentioned in precondition 3.","The fields other than the ""Work Order"" field displays the values as noted in the ""Work Order"" record mentioned in precondition 3.
 

  [User: a3k7kzz]"
25,Step 1,The Work Request page should be displayed with the focus on the Work order field of the List tab.,"The Work Request page is displayed with the focus on the Work order field of the List tab.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
25,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
25,Step 3,"The following fields should be defaulted in the Work Request page:

1.Work Order
2.Site (user’s)
3.Class (WORKORDER)
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Priority (defaults either to 3 or from the Asset)
8.Reported By (user logon)
9.Reported Date (current date),
10.Phone (if on the Person Record in SAMS).","The following fields are defaulted in the Work Request page:

1.Work Order
2.Site (user’s)
3.Class (WORKORDER)
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Priority (defaults either to 3 or from the Asset)
8.Reported By (user logon)
9.Reported Date (current date),
10.Phone (if on the Person Record in SAMS).

  [User: a3k7kzz]"
25,Step 4,"The following fields should be displayed as required fields marked with ""*"" sign.

1.Work Order and short description
2.Asset
3.WO Type
4.WO Category
5.Priority
6.Target Finish
7.Reported By
8.Reported Date
9.Area
10.Status Date","The following fields are displayed as required fields marked with ""*"" sign.

1.Work Order and short description
2.Asset
3.WO Type
4.WO Category
5.Priority
6.Target Finish
7.Reported By
8.Reported Date
9.Area
10.Status Date

  [User: a3k7kzz]"
25,Step 5,"The following 3M Additional fields should be displayed in the Work Request page:

1.Area - Value list
2.WO Category - Value list","The following 3M Additional fields are displayed in the Work Request page:

1.Area - Value list
2.WO Category - Value list

  [User: a3k7kzz]"
25,Step 6,"The following fields should not be displayed in the Work Request page:

Configuration Item
Parent WO
Classification
Class Description
Launch Entry Name
Inherit Status Changes?
Accepts Changes?
Is Task?
Under Flow Control?
Suspend Flow Control?
Flow Action
Flow Action Assist?
Supervisor
Crew
Lead
Vendor
Service Group
Service","The following fields are not displayed in the Work Request page:

Configuration Item
Parent WO
Classification
Class Description
Launch Entry Name
Inherit Status Changes?
Accepts Changes?
Is Task?
Under Flow Control?
Suspend Flow Control?
Flow Action
Flow Action Assist?
Supervisor
Crew
Lead
Vendor
Service Group
Service

  [User: a3k7kzz]"
25,Step 7,"System should promp the user with error message that user cannot select past date for the following fields:

1.Target Finish
2.Reported Date","System prompts the user with error message that user cannot select past date for the following fields:

1.Target Finish
2.Reported Date

  [User: a3k7kzz]"
25,Step 8,"System should prompt the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""","System prompts the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""

  [User: a3k7kzz]"
25,Step 9,"The selected asset number should be displayed and the following fields should be defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Area.","The selected asset number is displayed and the following fields are defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Area.



  [User: a3k7kzz]"
25,Step 10,The 3M additional fields should be displayed with the entered/selected value.,"The 3M additional fields are displayed with the entered/selected value.
 

  [User: a3k7kzz]"
25,Step 11,"The new work order should be saved and added with a status of ""WAPPR"" to SAMS.","The new work order is saved and added with a status of ""WAPPR"" to SAMS.
 

  [User: a3k7kzz]"
25,Step 12,The new created Work order should be displayed along with other existing Work order on the List tab screen under the search fields in the Work Request page.,"The new created Work order is displayed along with other existing Work order on the List tab screen under the search fields in the Work Request page.
 

  [User: a3k7kzz]"
26,Step 1,The Work Request page should be displayed with the  focus on the Work order field of the  List tab.,"The Work Request page is displayed with the focus on the Work order field of the List tab.

Actor: SAMS_COOR (TSACD_GU)

  [User: a3k7kzz]"
26,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.
 

  [User: a3k7kzz]"
26,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
26,Step 4,System should allow the user to edit the required fields.,"System allows the user to edit the required fields.

  [User: a3k7kzz]"
26,Step 5,The Work Order should be saved.,"The Work Order is saved.

  [User: a3k7kzz]"
26,Step 6,System should display the Work order with the modified details.,"System displays the Work order with the modified details.
 

  [User: a3k7kzz]"
26,Step 1,The Work Request page should be displayed with the  focus on the Work order field of the  List tab.,"The Work Request page is displayed with the focus on the Work order field of the List tab.

Actor: SAMS_COOR (TSACD_GU)



  [User: a3k7kzz]"
26,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.
 

  [User: a3k7kzz]"
26,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
26,Step 4,System should allow the user to edit the required fields.,"System allows the user to edit the required fields.

  [User: a3k7kzz]"
26,Step 5,The Work Order should be saved.,"The Work Order is saved.

  [User: a3k7kzz]"
26,Step 6,System should display the Work order with the modified details.,"System displays the Work order with the modified details.
 

  [User: a3k7kzz]"
27,Step 1,The Work Request page should be displayed with the focus on the Work order field of the List tab.,"The Work Request page is displayed with the focus on the Work order field of the List tab.

Actor: SAMS_PES (TSAMSPES)



  [User: a3k7kzz]"
27,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.

  [User: a3k7kzz]"
27,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
27,Step 4,The list of Actions should be displayed.,"The list of Actions are displayed.

Note: As per SAMS upgrade to IBM Maximo 7.6, select actions will be displayed in the left navigation panel.

  [User: a3k7kzz]"
27,Step 5,A system should display the message “Are you sure you want to delete this record?” along with [Yes] and [No] button.,"A system displays the message “Are you sure you want to delete this record?” along with [Yes] and [No] button.

  [User: a3k7kzz]"
27,Step 6,The system returns to the Work Order tab and the record is retained in the system.,"The system returned to the Work Order tab and the record was retained in the system.

  [User: a3k7kzz]"
27,Step 7,The list of Actions should be displayed.,"The list of Actions are displayed.

Note: As per SAMS upgrade to IBM Maximo 7.6, Select actions will be displayed in the left navigation panel

  [User: a3k7kzz]"
27,Step 8,A system should display the message “Are you sure you want to delete this record?” along with [Yes] and [No] button.,"A system displays the message “Are you sure you want to delete this record?” along with [Yes] and [No] button.

  [User: a3k7kzz]"
27,Step 9,The selected Work Order should be deleted from the system.,"The selected Work Order is deleted from the system.




  [User: a3k7kzz]"
28,Step 1,The Work Request page should be displayed with the focus on the Work order field of the List tab.,"The Work Request page is displayed with the focus on the Work order field of the List tab.

Actor: SAMS_COOR (TSACD_GU)

  [User: a3k7kzz]"
28,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
28,Step 3,"The following fields should be displayed in the 1st Column of the Work Order page

1.Work Order with its short description(required field) beside.
2.Asset-Detail menu(required field) with a short description field beside
3.Location with a short description field beside
4.GL Account - Value list
5.WO Type - Value list(required)
6.WO Category - Value list(required)","The following fields are displayed in the 1st Column of the Work Order page

1.Work Order with its short description(required field) beside.
2.Asset-Detail menu(required field) with a short description field beside
3.Location with a short description field beside
4.GL Account - Value list
5.WO Type - Value list(required)
6.WO Category - Value list(required)

  [User: a3k7kzz]"
28,Step 4,"The following fields should be displayed in the 2nd Column of the Work Order page

1.Site
2.Class
3.Failure Class - Detail menu
4.Problem code - Value list","The following fields are displayed in the 2nd Column of the Work Order page

1.Site
2.Class
3.Failure Class - Detail menu
4.Problem code - Value list

  [User: a3k7kzz]"
28,Step 5,"The following fields should be displayed in the 3rd Column of the Work Order page

1.Attachments
2.Status
3.Status Date(required)
4.Target finish - Calendar icon (required)
5.Priority(required)","The following fields are displayed in the 3rd Column of the Work Order page

1.Attachments
2.Status
3.Status Date(required)
4.Target finish - Calendar icon (required)
5.Priority(required)

  [User: a3k7kzz]"
28,Step 1,The Work Request page should be displayed with the focus on the Work order field of the List tab.,"The Work Request page is displayed with the focus on the Work order field of the List tab.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
28,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
28,Step 3,"The following fields should be displayed in the 1st Column of the Work Order page

1.Work Order with its short description(required field) beside.
2.Asset-Detail menu(required field) with a short description field beside
3.Location with a short description field beside
4.GL Account - Value list
5.WO Type - Value list(required)
6.WO Category - Value list(required)","The following fields are displayed in the 1st Column of the Work Order page

1.Work Order with its short description(required field) beside.
2.Asset-Detail menu(required field) with a short description field beside
3.Location with a short description field beside
4.GL Account - Value list
5.WO Type - Value list(required)
6.WO Category - Value list(required)

  [User: a3k7kzz]"
28,Step 4,"The following fields should be displayed in the 2nd Column of the Work Order page

1.Site
2.Class
3.Failure Class - Detail menu
4.Problem code - Value list","The following fields are displayed in the 2nd Column of the Work Order page

1.Site
2.Class
3.Failure Class - Detail menu
4.Problem code - Value list

  [User: a3k7kzz]"
28,Step 5,"The following fields should be displayed in the 3rd Column of the Work Order page

1.Attachments
2.Status
3.Status Date(required)
4.Target finish - Calendar icon (required)
5.Priority(required)","The following fields are displayed in the 3rd Column of the Work Order page

1.Attachments
2.Status
3.Status Date(required)
4.Target finish - Calendar icon (required)
5.Priority(required)

  [User: a3k7kzz]"
29,Step 1,The Work Request page should be displayed with the focus on the Work order field of the List tab.,"The Work Request page is displayed with the focus on the Work order field of the List tab.

Actor: SAMS_COOR (TSACD_GU)

  [User: a3k7kzz]"
29,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
29,Step 3,"The following 3M Additional fields should be displayed in the Work Request page:

1.Area - Value list
2.WO Category - Value list","The following 3M Additional fields are displayed in the Work Request page:

1.Area - Value list
2.WO Category - Value list

  [User: a3k7kzz]"
29,Step 4,"The properties of the field ""Area"" should be as follows and user should be displayed with an error message if values does not match these criteria

   a.Max. Length -10
   b.Type -Alphanumeric","The properties of the field ""Area"" are as follows and user is displayed with an error message if values does not match these criteria

a.Max. Length -10
b.Type -Alphanumeric



  [User: a3k7kzz]"
29,Step 5,"The properties of the field ""WO Category"" should be as follows and user should be displayed with an error message if values does not match these criteria

   a.Max. Length -2
   b.Type -Alphanumeric","The properties of the field ""WO Category"" are as follows and user is displayed with an error message if values does not match these criteria

a.Max. Length -2
b.Type -Alphanumeric



  [User: a3k7kzz]"
29,Step 1,The Work Request page should be displayed with the focus on the Work order field of the List tab.,"The Work Request page is displayed with the focus on the Work order field of the List tab.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
29,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
29,Step 3,"The following 3M Additional fields should be displayed in the Work Request page:

1.Area - Value list
2.WO Category - Value list","The following 3M Additional fields are displayed in the Work Request page:

1.Area - Value list
2.WO Category - Value list

  [User: a3k7kzz]"
29,Step 4,"The properties of the field ""Area"" should be as follows and user should be displayed with an error message if values does not match these criteria

   a.Max. Length -10
   b.Type -Alphanumeric","The properties of the field ""Area"" are as follows and user is displayed with an error message if values does not match these criteria

a.Max. Length -10
b.Type - Alphanumeric

  [User: a3k7kzz]"
29,Step 5,"The properties of the field ""WO Category"" should be as follows and user should be displayed with an error message if values does not match these criteria

   a.Max. Length -2
   b.Type -Alphanumeric","The properties of the field ""WO Category"" are as follows and user is displayed with an error message if values does not match these criteria

a.Max. Length - 2
b.Type - Alphanumeric 

  [User: a3k7kzz]"
30,Step 1,The Work Request page should be displayed with the focus on the Work order field of the List tab.,"The Work Request page is displayed with the focus on the Work order field of the List tab.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
30,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.

  [User: a3k7kzz]"
30,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
30,Step 4,System should duplicate the work order.,"System duplicates the work order.

  [User: a3k7kzz]"
30,Step 5,"System should display the new work order number in the ""Work Order"" field.","System displays the new work order number in the ""Work Order"" field.

  [User: a3k7kzz]"
30,Step 6,"The fields other than the ""Work Order"" field should display the values as noted in the ""Work Order"" record mentioned in precondition 3.","The fields other than the ""Work Order"" field displays the values as noted in the ""Work Order"" record mentioned in precondition 3.
 
Note: As per Dev team comments, the Target Finish field will be blank, once the work order is duplicated.
 

  [User: a3k7kzz]"
30,Step 1,The Work Request page should be displayed with the focus on the Work order field of the List tab.,"The Work Request page is displayed with the focus on the Work order field of the List tab.

Actor: SAMS_COOR (TSACD_GU)

  [User: a3k7kzz]"
30,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.

  [User: a3k7kzz]"
30,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
30,Step 4,System should duplicate the work order.,"System duplicates the work order.

  [User: a3k7kzz]"
30,Step 5,"System should display the new work order number in the ""Work Order"" field.","System displays the new work order number in the ""Work Order"" field.

  [User: a3k7kzz]"
30,Step 6,"The fields other than the ""Work Order"" field should display the values as noted in the ""Work Order"" record mentioned in precondition 3.","The fields other than the ""Work Order"" field displays the values as noted in the ""Work Order"" record mentioned in precondition 3.

Note: As per Dev team comments, Target finish field will be blank when a work order is duplicated.



  [User: a3k7kzz]"
31,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: SCHEDULER (TSCHD_GU)

  [User: a3k7kzz]"
31,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.
 

  [User: a3k7kzz]"
31,Step 3,"The following fields should be displayed as required fields marked with ""*"" in red colour:

1.Work Order and short description
2.Asset
3.Work Type
4.WO Category
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area","The following fields are displayed as required fields marked with ""*"" in red colour:

1.Work Order and short description
2.Asset
3.Work Type
4.WO Category
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area

  [User: a3k7kzz]"
31,Step 4,"The user should be prompted with an system message ""Do you want to save your changes before continuing?"" with [Yes], [No] and [Cancel] buttons.","The user is prompted with an system message ""Do you want to save your changes before continuing?"" with [Yes], [No] and 
[Cancel] buttons.



  [User: a3k7kzz]"
31,Step 5,The Work order should not be saved and the user should be navigated to the respective tab which they selected in step 4.,"The Work order is not saved and the user is navigated to the respective tab which they selected in step 4.
 

  [User: a3k7kzz]"
31,Step 6,"System should display ""There are no rows to display"" message.","System displays ""There are no rows to display"" message.

  [User: a3k7kzz]"
31,Step 7,"1.System should prompt the user with error messages that the required fields are blank.

2.The record should be saved when all the required fields are completed.","1.System prompts the user with error messages that the required fields are blank.

2.The record is saved when all the required fields are completed.

  [User: a3k7kzz]"
31,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: PLANNER (TPLNR_GU)

  [User: a3k7kzz]"
31,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.
 

  [User: a3k7kzz]"
31,Step 3,"The following fields should be displayed as required fields marked with ""*"" in red colour:

1.Work Order and short description
2.Asset
3.Work Type
4.WO Category
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area","The following fields are displayed as required fields marked with ""*"" in red colour:

1.Work Order and short description
2.Asset
3.Work Type
4.WO Category
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area

  [User: a3k7kzz]"
31,Step 4,"The user should be prompted with an system message ""Do you want to save your changes before continuing?"" with [Yes], [No] and [Cancel] buttons.","The user is prompted with an system message ""Do you want to save your changes before continuing?"" with [Yes], [No] and [Cancel] buttons.
 

  [User: a3k7kzz]"
31,Step 5,The Work order should not be saved and the user should be navigated to the respective tab which they selected in step 4.,"The Work order is not saved and the user is navigated to the respective tab which they selected in step 4.
 

  [User: a3k7kzz]"
31,Step 6,"System should display ""There are no rows to display"" message.","System displays ""There are no rows to display"" message.

  [User: a3k7kzz]"
31,Step 7,"1.System should prompt the user with error messages that the required fields are blank.

2.The record should be saved when all the required fields are completed.","1.System prompts the user with error messages that the required fields are blank.

2.The record is saved when all the required fields are completed.

  [User: a3k7kzz]"
31,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: P_E_MGR (TPEMR_GU)

  [User: a3k7kzz]"
31,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.
 

  [User: a3k7kzz]"
31,Step 3,"The following fields should be displayed as required fields marked with ""*"" in red colour:

1.Work Order and short description
2.Asset
3.Work Type
4.WO Category
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area","The following fields are displayed as required fields marked with ""*"" in red colour:

1.Work Order and short description
2.Asset
3.Work Type
4.WO Category
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area

  [User: a3k7kzz]"
31,Step 4,"The user should be prompted with an system message ""Do you want to save your changes before continuing?"" with [Yes], [No] and [Cancel] buttons.","The user is prompted with an system message ""Do you want to save your changes before continuing?"" with [Yes], [No] and [Cancel] buttons.
 

  [User: a3k7kzz]"
31,Step 5,The Work order should not be saved and the user should be navigated to the respective tab which they selected in step 4.,"The Work order is not saved and the user is navigated to the respective tab which they selected in step 4.
 

  [User: a3k7kzz]"
31,Step 6,"System should display ""There are no rows to display"" message.","System displays ""There are no rows to display"" message.

  [User: a3k7kzz]"
31,Step 7,"1.System should prompt the user with error messages that the required fields are blank.

2.The record should be saved when all the required fields are completed.","1.System prompts the user with error messages that the required fields are blank.

2.The record is saved when all the required fields are completed.

  [User: a3k7kzz]"
31,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: MSUPV_ALL (TSUPV_GU)

  [User: a3k7kzz]"
31,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.
 

  [User: a3k7kzz]"
31,Step 3,"The following fields should be displayed as required fields marked with ""*"" in red colour:

1.Work Order and short description
2.Asset
3.Work Type
4.WO Category
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area","The following fields are displayed as required fields marked with ""*"" in red colour:

1.Work Order and short description
2.Asset
3.Work Type
4.WO Category
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area

  [User: a3k7kzz]"
31,Step 4,"The user should be prompted with an system message ""Do you want to save your changes before continuing?"" with [Yes], [No] and [Cancel] buttons.","The user is prompted with an system message ""Do you want to save your changes before continuing?"" with [Yes], [No] and [Cancel] buttons.
 

  [User: a3k7kzz]"
